instruction,ltl,pattern_type,props
visit a and only then visit b without returning to a only then visit d without returning to b only then visit c without returning to d and only then visit h without returning to c,& & U ! b a & U ! d b & U ! c d & U ! h c F h & U ! a U a U ! a b & U ! b U b U ! b d & U ! d U d U ! d c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'b', 'd', 'c', 'h']"
visit a and only then visit b without returning to a only then visit d without returning to b only then visit h without returning to d and only then visit c without returning to h,& & U ! b a & U ! d b & U ! h d & U ! c h F c & U ! a U a U ! a b & U ! b U b U ! b d & U ! d U d U ! d h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'b', 'd', 'h', 'c']"
visit a and only then visit b without returning to a only then visit h without returning to b only then visit c without returning to h and only then visit d without returning to c,& & U ! b a & U ! h b & U ! c h & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b h & U ! h U h U ! h c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'b', 'h', 'c', 'd']"
visit a and only then visit b without returning to a only then visit h without returning to b only then visit d without returning to h and only then visit c without returning to d,& & U ! b a & U ! h b & U ! d h & U ! c d F c & U ! a U a U ! a b & U ! b U b U ! b h & U ! h U h U ! h d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'b', 'h', 'd', 'c']"
visit a and only then visit c without returning to a only then visit b without returning to c only then visit d without returning to b and only then visit h without returning to d,& & U ! c a & U ! b c & U ! d b & U ! h d F h & U ! a U a U ! a c & U ! c U c U ! c b & U ! b U b U ! b d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'c', 'b', 'd', 'h']"
visit a and only then visit c without returning to a only then visit b without returning to c only then visit h without returning to b and only then visit d without returning to h,& & U ! c a & U ! b c & U ! h b & U ! d h F d & U ! a U a U ! a c & U ! c U c U ! c b & U ! b U b U ! b h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'c', 'b', 'h', 'd']"
visit a and only then visit c without returning to a only then visit d without returning to c only then visit b without returning to d and only then visit h without returning to b,& & U ! c a & U ! d c & U ! b d & U ! h b F h & U ! a U a U ! a c & U ! c U c U ! c d & U ! d U d U ! d b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'c', 'd', 'b', 'h']"
visit a and only then visit c without returning to a only then visit d without returning to c only then visit h without returning to d and only then visit b without returning to h,& & U ! c a & U ! d c & U ! h d & U ! b h F b & U ! a U a U ! a c & U ! c U c U ! c d & U ! d U d U ! d h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'c', 'd', 'h', 'b']"
visit a and only then visit c without returning to a only then visit h without returning to c only then visit b without returning to h and only then visit d without returning to b,& & U ! c a & U ! h c & U ! b h & U ! d b F d & U ! a U a U ! a c & U ! c U c U ! c h & U ! h U h U ! h b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'c', 'h', 'b', 'd']"
visit a and only then visit c without returning to a only then visit h without returning to c only then visit d without returning to h and only then visit b without returning to d,& & U ! c a & U ! h c & U ! d h & U ! b d F b & U ! a U a U ! a c & U ! c U c U ! c h & U ! h U h U ! h d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'c', 'h', 'd', 'b']"
visit a and only then visit d without returning to a only then visit b without returning to d only then visit c without returning to b and only then visit h without returning to c,& & U ! d a & U ! b d & U ! c b & U ! h c F h & U ! a U a U ! a d & U ! d U d U ! d b & U ! b U b U ! b c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'd', 'b', 'c', 'h']"
visit a and only then visit d without returning to a only then visit b without returning to d only then visit h without returning to b and only then visit c without returning to h,& & U ! d a & U ! b d & U ! h b & U ! c h F c & U ! a U a U ! a d & U ! d U d U ! d b & U ! b U b U ! b h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'd', 'b', 'h', 'c']"
visit a and only then visit d without returning to a only then visit c without returning to d only then visit b without returning to c and only then visit h without returning to b,& & U ! d a & U ! c d & U ! b c & U ! h b F h & U ! a U a U ! a d & U ! d U d U ! d c & U ! c U c U ! c b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'd', 'c', 'b', 'h']"
visit a and only then visit d without returning to a only then visit c without returning to d only then visit h without returning to c and only then visit b without returning to h,& & U ! d a & U ! c d & U ! h c & U ! b h F b & U ! a U a U ! a d & U ! d U d U ! d c & U ! c U c U ! c h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'd', 'c', 'h', 'b']"
visit a and only then visit d without returning to a only then visit h without returning to d only then visit b without returning to h and only then visit c without returning to b,& & U ! d a & U ! h d & U ! b h & U ! c b F c & U ! a U a U ! a d & U ! d U d U ! d h & U ! h U h U ! h b U ! b U b U ! b c,strictly_ordered_visit,"['a', 'd', 'h', 'b', 'c']"
visit a and only then visit d without returning to a only then visit h without returning to d only then visit c without returning to h and only then visit b without returning to c,& & U ! d a & U ! h d & U ! c h & U ! b c F b & U ! a U a U ! a d & U ! d U d U ! d h & U ! h U h U ! h c U ! c U c U ! c b,strictly_ordered_visit,"['a', 'd', 'h', 'c', 'b']"
visit a and only then visit h without returning to a only then visit b without returning to h only then visit c without returning to b and only then visit d without returning to c,& & U ! h a & U ! b h & U ! c b & U ! d c F d & U ! a U a U ! a h & U ! h U h U ! h b & U ! b U b U ! b c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'h', 'b', 'c', 'd']"
visit a and only then visit h without returning to a only then visit b without returning to h only then visit d without returning to b and only then visit c without returning to d,& & U ! h a & U ! b h & U ! d b & U ! c d F c & U ! a U a U ! a h & U ! h U h U ! h b & U ! b U b U ! b d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'h', 'b', 'd', 'c']"
visit a and only then visit h without returning to a only then visit c without returning to h only then visit b without returning to c and only then visit d without returning to b,& & U ! h a & U ! c h & U ! b c & U ! d b F d & U ! a U a U ! a h & U ! h U h U ! h c & U ! c U c U ! c b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'h', 'c', 'b', 'd']"
visit a and only then visit h without returning to a only then visit c without returning to h only then visit d without returning to c and only then visit b without returning to d,& & U ! h a & U ! c h & U ! d c & U ! b d F b & U ! a U a U ! a h & U ! h U h U ! h c & U ! c U c U ! c d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'h', 'c', 'd', 'b']"
visit a and only then visit h without returning to a only then visit d without returning to h only then visit b without returning to d and only then visit c without returning to b,& & U ! h a & U ! d h & U ! b d & U ! c b F c & U ! a U a U ! a h & U ! h U h U ! h d & U ! d U d U ! d b U ! b U b U ! b c,strictly_ordered_visit,"['a', 'h', 'd', 'b', 'c']"
visit a and only then visit h without returning to a only then visit d without returning to h only then visit c without returning to d and only then visit b without returning to c,& & U ! h a & U ! d h & U ! c d & U ! b c F b & U ! a U a U ! a h & U ! h U h U ! h d & U ! d U d U ! d c U ! c U c U ! c b,strictly_ordered_visit,"['a', 'h', 'd', 'c', 'b']"
visit b and only then visit a without returning to b only then visit c without returning to a only then visit d without returning to c and only then visit h without returning to d,& & U ! a b & U ! c a & U ! d c & U ! h d F h & U ! b U b U ! b a & U ! a U a U ! a c & U ! c U c U ! c d U ! d U d U ! d h,strictly_ordered_visit,"['b', 'a', 'c', 'd', 'h']"
visit b and only then visit a without returning to b only then visit c without returning to a only then visit h without returning to c and only then visit d without returning to h,& & U ! a b & U ! c a & U ! h c & U ! d h F d & U ! b U b U ! b a & U ! a U a U ! a c & U ! c U c U ! c h U ! h U h U ! h d,strictly_ordered_visit,"['b', 'a', 'c', 'h', 'd']"
visit b and only then visit a without returning to b only then visit d without returning to a only then visit c without returning to d and only then visit h without returning to c,& & U ! a b & U ! d a & U ! c d & U ! h c F h & U ! b U b U ! b a & U ! a U a U ! a d & U ! d U d U ! d c U ! c U c U ! c h,strictly_ordered_visit,"['b', 'a', 'd', 'c', 'h']"
visit b and only then visit a without returning to b only then visit d without returning to a only then visit h without returning to d and only then visit c without returning to h,& & U ! a b & U ! d a & U ! h d & U ! c h F c & U ! b U b U ! b a & U ! a U a U ! a d & U ! d U d U ! d h U ! h U h U ! h c,strictly_ordered_visit,"['b', 'a', 'd', 'h', 'c']"
visit b and only then visit a without returning to b only then visit h without returning to a only then visit c without returning to h and only then visit d without returning to c,& & U ! a b & U ! h a & U ! c h & U ! d c F d & U ! b U b U ! b a & U ! a U a U ! a h & U ! h U h U ! h c U ! c U c U ! c d,strictly_ordered_visit,"['b', 'a', 'h', 'c', 'd']"
visit b and only then visit a without returning to b only then visit h without returning to a only then visit d without returning to h and only then visit c without returning to d,& & U ! a b & U ! h a & U ! d h & U ! c d F c & U ! b U b U ! b a & U ! a U a U ! a h & U ! h U h U ! h d U ! d U d U ! d c,strictly_ordered_visit,"['b', 'a', 'h', 'd', 'c']"
visit b and only then visit c without returning to b only then visit a without returning to c only then visit d without returning to a and only then visit h without returning to d,& & U ! c b & U ! a c & U ! d a & U ! h d F h & U ! b U b U ! b c & U ! c U c U ! c a & U ! a U a U ! a d U ! d U d U ! d h,strictly_ordered_visit,"['b', 'c', 'a', 'd', 'h']"
visit b and only then visit c without returning to b only then visit a without returning to c only then visit h without returning to a and only then visit d without returning to h,& & U ! c b & U ! a c & U ! h a & U ! d h F d & U ! b U b U ! b c & U ! c U c U ! c a & U ! a U a U ! a h U ! h U h U ! h d,strictly_ordered_visit,"['b', 'c', 'a', 'h', 'd']"
visit b and only then visit c without returning to b only then visit d without returning to c only then visit a without returning to d and only then visit h without returning to a,& & U ! c b & U ! d c & U ! a d & U ! h a F h & U ! b U b U ! b c & U ! c U c U ! c d & U ! d U d U ! d a U ! a U a U ! a h,strictly_ordered_visit,"['b', 'c', 'd', 'a', 'h']"
visit b and only then visit c without returning to b only then visit d without returning to c only then visit h without returning to d and only then visit a without returning to h,& & U ! c b & U ! d c & U ! h d & U ! a h F a & U ! b U b U ! b c & U ! c U c U ! c d & U ! d U d U ! d h U ! h U h U ! h a,strictly_ordered_visit,"['b', 'c', 'd', 'h', 'a']"
visit b and only then visit c without returning to b only then visit h without returning to c only then visit a without returning to h and only then visit d without returning to a,& & U ! c b & U ! h c & U ! a h & U ! d a F d & U ! b U b U ! b c & U ! c U c U ! c h & U ! h U h U ! h a U ! a U a U ! a d,strictly_ordered_visit,"['b', 'c', 'h', 'a', 'd']"
visit b and only then visit c without returning to b only then visit h without returning to c only then visit d without returning to h and only then visit a without returning to d,& & U ! c b & U ! h c & U ! d h & U ! a d F a & U ! b U b U ! b c & U ! c U c U ! c h & U ! h U h U ! h d U ! d U d U ! d a,strictly_ordered_visit,"['b', 'c', 'h', 'd', 'a']"
visit b and only then visit d without returning to b only then visit a without returning to d only then visit c without returning to a and only then visit h without returning to c,& & U ! d b & U ! a d & U ! c a & U ! h c F h & U ! b U b U ! b d & U ! d U d U ! d a & U ! a U a U ! a c U ! c U c U ! c h,strictly_ordered_visit,"['b', 'd', 'a', 'c', 'h']"
visit b and only then visit d without returning to b only then visit a without returning to d only then visit h without returning to a and only then visit c without returning to h,& & U ! d b & U ! a d & U ! h a & U ! c h F c & U ! b U b U ! b d & U ! d U d U ! d a & U ! a U a U ! a h U ! h U h U ! h c,strictly_ordered_visit,"['b', 'd', 'a', 'h', 'c']"
visit b and only then visit d without returning to b only then visit c without returning to d only then visit a without returning to c and only then visit h without returning to a,& & U ! d b & U ! c d & U ! a c & U ! h a F h & U ! b U b U ! b d & U ! d U d U ! d c & U ! c U c U ! c a U ! a U a U ! a h,strictly_ordered_visit,"['b', 'd', 'c', 'a', 'h']"
visit b and only then visit d without returning to b only then visit c without returning to d only then visit h without returning to c and only then visit a without returning to h,& & U ! d b & U ! c d & U ! h c & U ! a h F a & U ! b U b U ! b d & U ! d U d U ! d c & U ! c U c U ! c h U ! h U h U ! h a,strictly_ordered_visit,"['b', 'd', 'c', 'h', 'a']"
visit b and only then visit d without returning to b only then visit h without returning to d only then visit a without returning to h and only then visit c without returning to a,& & U ! d b & U ! h d & U ! a h & U ! c a F c & U ! b U b U ! b d & U ! d U d U ! d h & U ! h U h U ! h a U ! a U a U ! a c,strictly_ordered_visit,"['b', 'd', 'h', 'a', 'c']"
visit b and only then visit d without returning to b only then visit h without returning to d only then visit c without returning to h and only then visit a without returning to c,& & U ! d b & U ! h d & U ! c h & U ! a c F a & U ! b U b U ! b d & U ! d U d U ! d h & U ! h U h U ! h c U ! c U c U ! c a,strictly_ordered_visit,"['b', 'd', 'h', 'c', 'a']"
visit b and only then visit h without returning to b only then visit a without returning to h only then visit c without returning to a and only then visit d without returning to c,& & U ! h b & U ! a h & U ! c a & U ! d c F d & U ! b U b U ! b h & U ! h U h U ! h a & U ! a U a U ! a c U ! c U c U ! c d,strictly_ordered_visit,"['b', 'h', 'a', 'c', 'd']"
visit b and only then visit h without returning to b only then visit a without returning to h only then visit d without returning to a and only then visit c without returning to d,& & U ! h b & U ! a h & U ! d a & U ! c d F c & U ! b U b U ! b h & U ! h U h U ! h a & U ! a U a U ! a d U ! d U d U ! d c,strictly_ordered_visit,"['b', 'h', 'a', 'd', 'c']"
visit b and only then visit h without returning to b only then visit c without returning to h only then visit a without returning to c and only then visit d without returning to a,& & U ! h b & U ! c h & U ! a c & U ! d a F d & U ! b U b U ! b h & U ! h U h U ! h c & U ! c U c U ! c a U ! a U a U ! a d,strictly_ordered_visit,"['b', 'h', 'c', 'a', 'd']"
visit b and only then visit h without returning to b only then visit c without returning to h only then visit d without returning to c and only then visit a without returning to d,& & U ! h b & U ! c h & U ! d c & U ! a d F a & U ! b U b U ! b h & U ! h U h U ! h c & U ! c U c U ! c d U ! d U d U ! d a,strictly_ordered_visit,"['b', 'h', 'c', 'd', 'a']"
visit b and only then visit h without returning to b only then visit d without returning to h only then visit a without returning to d and only then visit c without returning to a,& & U ! h b & U ! d h & U ! a d & U ! c a F c & U ! b U b U ! b h & U ! h U h U ! h d & U ! d U d U ! d a U ! a U a U ! a c,strictly_ordered_visit,"['b', 'h', 'd', 'a', 'c']"
visit b and only then visit h without returning to b only then visit d without returning to h only then visit c without returning to d and only then visit a without returning to c,& & U ! h b & U ! d h & U ! c d & U ! a c F a & U ! b U b U ! b h & U ! h U h U ! h d & U ! d U d U ! d c U ! c U c U ! c a,strictly_ordered_visit,"['b', 'h', 'd', 'c', 'a']"
visit c and only then visit a without returning to c only then visit b without returning to a only then visit d without returning to b and only then visit h without returning to d,& & U ! a c & U ! b a & U ! d b & U ! h d F h & U ! c U c U ! c a & U ! a U a U ! a b & U ! b U b U ! b d U ! d U d U ! d h,strictly_ordered_visit,"['c', 'a', 'b', 'd', 'h']"
visit c and only then visit a without returning to c only then visit b without returning to a only then visit h without returning to b and only then visit d without returning to h,& & U ! a c & U ! b a & U ! h b & U ! d h F d & U ! c U c U ! c a & U ! a U a U ! a b & U ! b U b U ! b h U ! h U h U ! h d,strictly_ordered_visit,"['c', 'a', 'b', 'h', 'd']"
visit c and only then visit a without returning to c only then visit d without returning to a only then visit b without returning to d and only then visit h without returning to b,& & U ! a c & U ! d a & U ! b d & U ! h b F h & U ! c U c U ! c a & U ! a U a U ! a d & U ! d U d U ! d b U ! b U b U ! b h,strictly_ordered_visit,"['c', 'a', 'd', 'b', 'h']"
visit c and only then visit a without returning to c only then visit d without returning to a only then visit h without returning to d and only then visit b without returning to h,& & U ! a c & U ! d a & U ! h d & U ! b h F b & U ! c U c U ! c a & U ! a U a U ! a d & U ! d U d U ! d h U ! h U h U ! h b,strictly_ordered_visit,"['c', 'a', 'd', 'h', 'b']"
visit c and only then visit a without returning to c only then visit h without returning to a only then visit b without returning to h and only then visit d without returning to b,& & U ! a c & U ! h a & U ! b h & U ! d b F d & U ! c U c U ! c a & U ! a U a U ! a h & U ! h U h U ! h b U ! b U b U ! b d,strictly_ordered_visit,"['c', 'a', 'h', 'b', 'd']"
visit c and only then visit a without returning to c only then visit h without returning to a only then visit d without returning to h and only then visit b without returning to d,& & U ! a c & U ! h a & U ! d h & U ! b d F b & U ! c U c U ! c a & U ! a U a U ! a h & U ! h U h U ! h d U ! d U d U ! d b,strictly_ordered_visit,"['c', 'a', 'h', 'd', 'b']"
visit c and only then visit b without returning to c only then visit a without returning to b only then visit d without returning to a and only then visit h without returning to d,& & U ! b c & U ! a b & U ! d a & U ! h d F h & U ! c U c U ! c b & U ! b U b U ! b a & U ! a U a U ! a d U ! d U d U ! d h,strictly_ordered_visit,"['c', 'b', 'a', 'd', 'h']"
visit c and only then visit b without returning to c only then visit a without returning to b only then visit h without returning to a and only then visit d without returning to h,& & U ! b c & U ! a b & U ! h a & U ! d h F d & U ! c U c U ! c b & U ! b U b U ! b a & U ! a U a U ! a h U ! h U h U ! h d,strictly_ordered_visit,"['c', 'b', 'a', 'h', 'd']"
visit c and only then visit b without returning to c only then visit d without returning to b only then visit a without returning to d and only then visit h without returning to a,& & U ! b c & U ! d b & U ! a d & U ! h a F h & U ! c U c U ! c b & U ! b U b U ! b d & U ! d U d U ! d a U ! a U a U ! a h,strictly_ordered_visit,"['c', 'b', 'd', 'a', 'h']"
visit c and only then visit b without returning to c only then visit d without returning to b only then visit h without returning to d and only then visit a without returning to h,& & U ! b c & U ! d b & U ! h d & U ! a h F a & U ! c U c U ! c b & U ! b U b U ! b d & U ! d U d U ! d h U ! h U h U ! h a,strictly_ordered_visit,"['c', 'b', 'd', 'h', 'a']"
visit c and only then visit b without returning to c only then visit h without returning to b only then visit a without returning to h and only then visit d without returning to a,& & U ! b c & U ! h b & U ! a h & U ! d a F d & U ! c U c U ! c b & U ! b U b U ! b h & U ! h U h U ! h a U ! a U a U ! a d,strictly_ordered_visit,"['c', 'b', 'h', 'a', 'd']"
visit c and only then visit b without returning to c only then visit h without returning to b only then visit d without returning to h and only then visit a without returning to d,& & U ! b c & U ! h b & U ! d h & U ! a d F a & U ! c U c U ! c b & U ! b U b U ! b h & U ! h U h U ! h d U ! d U d U ! d a,strictly_ordered_visit,"['c', 'b', 'h', 'd', 'a']"
visit c and only then visit d without returning to c only then visit a without returning to d only then visit b without returning to a and only then visit h without returning to b,& & U ! d c & U ! a d & U ! b a & U ! h b F h & U ! c U c U ! c d & U ! d U d U ! d a & U ! a U a U ! a b U ! b U b U ! b h,strictly_ordered_visit,"['c', 'd', 'a', 'b', 'h']"
visit c and only then visit d without returning to c only then visit a without returning to d only then visit h without returning to a and only then visit b without returning to h,& & U ! d c & U ! a d & U ! h a & U ! b h F b & U ! c U c U ! c d & U ! d U d U ! d a & U ! a U a U ! a h U ! h U h U ! h b,strictly_ordered_visit,"['c', 'd', 'a', 'h', 'b']"
visit c and only then visit d without returning to c only then visit b without returning to d only then visit a without returning to b and only then visit h without returning to a,& & U ! d c & U ! b d & U ! a b & U ! h a F h & U ! c U c U ! c d & U ! d U d U ! d b & U ! b U b U ! b a U ! a U a U ! a h,strictly_ordered_visit,"['c', 'd', 'b', 'a', 'h']"
visit c and only then visit d without returning to c only then visit b without returning to d only then visit h without returning to b and only then visit a without returning to h,& & U ! d c & U ! b d & U ! h b & U ! a h F a & U ! c U c U ! c d & U ! d U d U ! d b & U ! b U b U ! b h U ! h U h U ! h a,strictly_ordered_visit,"['c', 'd', 'b', 'h', 'a']"
visit c and only then visit d without returning to c only then visit h without returning to d only then visit a without returning to h and only then visit b without returning to a,& & U ! d c & U ! h d & U ! a h & U ! b a F b & U ! c U c U ! c d & U ! d U d U ! d h & U ! h U h U ! h a U ! a U a U ! a b,strictly_ordered_visit,"['c', 'd', 'h', 'a', 'b']"
visit c and only then visit d without returning to c only then visit h without returning to d only then visit b without returning to h and only then visit a without returning to b,& & U ! d c & U ! h d & U ! b h & U ! a b F a & U ! c U c U ! c d & U ! d U d U ! d h & U ! h U h U ! h b U ! b U b U ! b a,strictly_ordered_visit,"['c', 'd', 'h', 'b', 'a']"
visit c and only then visit h without returning to c only then visit a without returning to h only then visit b without returning to a and only then visit d without returning to b,& & U ! h c & U ! a h & U ! b a & U ! d b F d & U ! c U c U ! c h & U ! h U h U ! h a & U ! a U a U ! a b U ! b U b U ! b d,strictly_ordered_visit,"['c', 'h', 'a', 'b', 'd']"
visit c and only then visit h without returning to c only then visit a without returning to h only then visit d without returning to a and only then visit b without returning to d,& & U ! h c & U ! a h & U ! d a & U ! b d F b & U ! c U c U ! c h & U ! h U h U ! h a & U ! a U a U ! a d U ! d U d U ! d b,strictly_ordered_visit,"['c', 'h', 'a', 'd', 'b']"
visit c and only then visit h without returning to c only then visit b without returning to h only then visit a without returning to b and only then visit d without returning to a,& & U ! h c & U ! b h & U ! a b & U ! d a F d & U ! c U c U ! c h & U ! h U h U ! h b & U ! b U b U ! b a U ! a U a U ! a d,strictly_ordered_visit,"['c', 'h', 'b', 'a', 'd']"
visit c and only then visit h without returning to c only then visit b without returning to h only then visit d without returning to b and only then visit a without returning to d,& & U ! h c & U ! b h & U ! d b & U ! a d F a & U ! c U c U ! c h & U ! h U h U ! h b & U ! b U b U ! b d U ! d U d U ! d a,strictly_ordered_visit,"['c', 'h', 'b', 'd', 'a']"
visit c and only then visit h without returning to c only then visit d without returning to h only then visit a without returning to d and only then visit b without returning to a,& & U ! h c & U ! d h & U ! a d & U ! b a F b & U ! c U c U ! c h & U ! h U h U ! h d & U ! d U d U ! d a U ! a U a U ! a b,strictly_ordered_visit,"['c', 'h', 'd', 'a', 'b']"
visit c and only then visit h without returning to c only then visit d without returning to h only then visit b without returning to d and only then visit a without returning to b,& & U ! h c & U ! d h & U ! b d & U ! a b F a & U ! c U c U ! c h & U ! h U h U ! h d & U ! d U d U ! d b U ! b U b U ! b a,strictly_ordered_visit,"['c', 'h', 'd', 'b', 'a']"
visit d and only then visit a without returning to d only then visit b without returning to a only then visit c without returning to b and only then visit h without returning to c,& & U ! a d & U ! b a & U ! c b & U ! h c F h & U ! d U d U ! d a & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c h,strictly_ordered_visit,"['d', 'a', 'b', 'c', 'h']"
visit d and only then visit a without returning to d only then visit b without returning to a only then visit h without returning to b and only then visit c without returning to h,& & U ! a d & U ! b a & U ! h b & U ! c h F c & U ! d U d U ! d a & U ! a U a U ! a b & U ! b U b U ! b h U ! h U h U ! h c,strictly_ordered_visit,"['d', 'a', 'b', 'h', 'c']"
visit d and only then visit a without returning to d only then visit c without returning to a only then visit b without returning to c and only then visit h without returning to b,& & U ! a d & U ! c a & U ! b c & U ! h b F h & U ! d U d U ! d a & U ! a U a U ! a c & U ! c U c U ! c b U ! b U b U ! b h,strictly_ordered_visit,"['d', 'a', 'c', 'b', 'h']"
visit d and only then visit a without returning to d only then visit c without returning to a only then visit h without returning to c and only then visit b without returning to h,& & U ! a d & U ! c a & U ! h c & U ! b h F b & U ! d U d U ! d a & U ! a U a U ! a c & U ! c U c U ! c h U ! h U h U ! h b,strictly_ordered_visit,"['d', 'a', 'c', 'h', 'b']"
visit d and only then visit a without returning to d only then visit h without returning to a only then visit b without returning to h and only then visit c without returning to b,& & U ! a d & U ! h a & U ! b h & U ! c b F c & U ! d U d U ! d a & U ! a U a U ! a h & U ! h U h U ! h b U ! b U b U ! b c,strictly_ordered_visit,"['d', 'a', 'h', 'b', 'c']"
visit d and only then visit a without returning to d only then visit h without returning to a only then visit c without returning to h and only then visit b without returning to c,& & U ! a d & U ! h a & U ! c h & U ! b c F b & U ! d U d U ! d a & U ! a U a U ! a h & U ! h U h U ! h c U ! c U c U ! c b,strictly_ordered_visit,"['d', 'a', 'h', 'c', 'b']"
visit d and only then visit b without returning to d only then visit a without returning to b only then visit c without returning to a and only then visit h without returning to c,& & U ! b d & U ! a b & U ! c a & U ! h c F h & U ! d U d U ! d b & U ! b U b U ! b a & U ! a U a U ! a c U ! c U c U ! c h,strictly_ordered_visit,"['d', 'b', 'a', 'c', 'h']"
visit d and only then visit b without returning to d only then visit a without returning to b only then visit h without returning to a and only then visit c without returning to h,& & U ! b d & U ! a b & U ! h a & U ! c h F c & U ! d U d U ! d b & U ! b U b U ! b a & U ! a U a U ! a h U ! h U h U ! h c,strictly_ordered_visit,"['d', 'b', 'a', 'h', 'c']"
visit d and only then visit b without returning to d only then visit c without returning to b only then visit a without returning to c and only then visit h without returning to a,& & U ! b d & U ! c b & U ! a c & U ! h a F h & U ! d U d U ! d b & U ! b U b U ! b c & U ! c U c U ! c a U ! a U a U ! a h,strictly_ordered_visit,"['d', 'b', 'c', 'a', 'h']"
visit d and only then visit b without returning to d only then visit c without returning to b only then visit h without returning to c and only then visit a without returning to h,& & U ! b d & U ! c b & U ! h c & U ! a h F a & U ! d U d U ! d b & U ! b U b U ! b c & U ! c U c U ! c h U ! h U h U ! h a,strictly_ordered_visit,"['d', 'b', 'c', 'h', 'a']"
visit d and only then visit b without returning to d only then visit h without returning to b only then visit a without returning to h and only then visit c without returning to a,& & U ! b d & U ! h b & U ! a h & U ! c a F c & U ! d U d U ! d b & U ! b U b U ! b h & U ! h U h U ! h a U ! a U a U ! a c,strictly_ordered_visit,"['d', 'b', 'h', 'a', 'c']"
visit d and only then visit b without returning to d only then visit h without returning to b only then visit c without returning to h and only then visit a without returning to c,& & U ! b d & U ! h b & U ! c h & U ! a c F a & U ! d U d U ! d b & U ! b U b U ! b h & U ! h U h U ! h c U ! c U c U ! c a,strictly_ordered_visit,"['d', 'b', 'h', 'c', 'a']"
visit d and only then visit c without returning to d only then visit a without returning to c only then visit b without returning to a and only then visit h without returning to b,& & U ! c d & U ! a c & U ! b a & U ! h b F h & U ! d U d U ! d c & U ! c U c U ! c a & U ! a U a U ! a b U ! b U b U ! b h,strictly_ordered_visit,"['d', 'c', 'a', 'b', 'h']"
visit d and only then visit c without returning to d only then visit a without returning to c only then visit h without returning to a and only then visit b without returning to h,& & U ! c d & U ! a c & U ! h a & U ! b h F b & U ! d U d U ! d c & U ! c U c U ! c a & U ! a U a U ! a h U ! h U h U ! h b,strictly_ordered_visit,"['d', 'c', 'a', 'h', 'b']"
visit d and only then visit c without returning to d only then visit b without returning to c only then visit a without returning to b and only then visit h without returning to a,& & U ! c d & U ! b c & U ! a b & U ! h a F h & U ! d U d U ! d c & U ! c U c U ! c b & U ! b U b U ! b a U ! a U a U ! a h,strictly_ordered_visit,"['d', 'c', 'b', 'a', 'h']"
visit d and only then visit c without returning to d only then visit b without returning to c only then visit h without returning to b and only then visit a without returning to h,& & U ! c d & U ! b c & U ! h b & U ! a h F a & U ! d U d U ! d c & U ! c U c U ! c b & U ! b U b U ! b h U ! h U h U ! h a,strictly_ordered_visit,"['d', 'c', 'b', 'h', 'a']"
visit d and only then visit c without returning to d only then visit h without returning to c only then visit a without returning to h and only then visit b without returning to a,& & U ! c d & U ! h c & U ! a h & U ! b a F b & U ! d U d U ! d c & U ! c U c U ! c h & U ! h U h U ! h a U ! a U a U ! a b,strictly_ordered_visit,"['d', 'c', 'h', 'a', 'b']"
visit d and only then visit c without returning to d only then visit h without returning to c only then visit b without returning to h and only then visit a without returning to b,& & U ! c d & U ! h c & U ! b h & U ! a b F a & U ! d U d U ! d c & U ! c U c U ! c h & U ! h U h U ! h b U ! b U b U ! b a,strictly_ordered_visit,"['d', 'c', 'h', 'b', 'a']"
visit d and only then visit h without returning to d only then visit a without returning to h only then visit b without returning to a and only then visit c without returning to b,& & U ! h d & U ! a h & U ! b a & U ! c b F c & U ! d U d U ! d h & U ! h U h U ! h a & U ! a U a U ! a b U ! b U b U ! b c,strictly_ordered_visit,"['d', 'h', 'a', 'b', 'c']"
visit d and only then visit h without returning to d only then visit a without returning to h only then visit c without returning to a and only then visit b without returning to c,& & U ! h d & U ! a h & U ! c a & U ! b c F b & U ! d U d U ! d h & U ! h U h U ! h a & U ! a U a U ! a c U ! c U c U ! c b,strictly_ordered_visit,"['d', 'h', 'a', 'c', 'b']"
